country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Liechtenstein,LIE,1/12/2021,11,11,,5,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/13/2021,11,11,,0,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/14/2021,11,11,,0,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/15/2021,11,11,,0,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/16/2021,11,11,,0,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/17/2021,11,11,,0,1,0.03,0.03,,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/18/2021,116,116,,105,16,0.3,0.3,,420,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/19/2021,191,191,,75,26,0.5,0.5,,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/20/2021,247,247,,56,34,0.65,0.65,,892,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/21/2021,313,313,,66,43,0.82,0.82,,1128,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/22/2021,343,343,,30,47,0.9,0.9,,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/23/2021,343,343,,0,47,0.9,0.9,,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/24/2021,343,343,,0,47,0.9,0.9,,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/25/2021,418,418,,75,43,1.1,1.1,,1128,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/26/2021,463,463,,45,39,1.21,1.21,,1023,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/27/2021,463,463,,0,31,1.21,1.21,,813,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/28/2021,651,651,,188,48,1.71,1.71,,1259,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/29/2021,841,841,,190,71,2.21,2.21,,1862,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/30/2021,841,841,,0,71,2.21,2.21,,1862,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,1/31/2021,841,841,,0,71,2.21,2.21,,1862,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/1/2021,841,841,,0,60,2.21,2.21,,1573,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/2/2021,841,841,,0,54,2.21,2.21,,1416,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/3/2021,846,841,5,5,55,2.22,2.21,0.01,1442,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/4/2021,846,841,5,0,28,2.22,2.21,0.01,734,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/5/2021,846,841,5,0,1,2.22,2.21,0.01,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/6/2021,846,841,5,0,1,2.22,2.21,0.01,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/7/2021,846,841,5,0,1,2.22,2.21,0.01,26,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/8/2021,951,841,110,105,16,2.49,2.21,0.29,420,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/9/2021,1026,842,184,75,26,2.69,2.21,0.48,682,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/10/2021,1079,844,235,53,33,2.83,2.21,0.62,865,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/11/2021,1144,844,300,65,43,3,2.21,0.79,1128,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/12/2021,1174,844,330,30,47,3.08,2.21,0.87,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/13/2021,1174,844,330,0,47,3.08,2.21,0.87,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/14/2021,1174,844,330,0,47,3.08,2.21,0.87,1232,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/15/2021,1249,845,404,75,43,3.28,2.22,1.06,1128,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/16/2021,1494,1046,448,245,67,3.92,2.74,1.17,1757,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/17/2021,1695,1247,448,201,88,4.44,3.27,1.17,2307,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/18/2021,1815,1367,448,120,96,4.76,3.58,1.17,2517,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/19/2021,1815,1367,448,0,92,4.76,3.58,1.17,2412,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/20/2021,1815,1367,448,0,92,4.76,3.58,1.17,2412,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/21/2021,1815,1367,448,0,92,4.76,3.58,1.17,2412,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/22/2021,2018,1570,448,203,110,5.29,4.12,1.17,2884,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/23/2021,2222,1774,448,204,104,5.83,4.65,1.17,2727,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/24/2021,2222,1774,448,0,75,5.83,4.65,1.17,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/25/2021,2411,1781,630,189,85,6.32,4.67,1.65,2229,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/26/2021,2601,1781,820,190,112,6.82,4.67,2.15,2937,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/27/2021,2601,1781,820,0,112,6.82,4.67,2.15,2937,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2/28/2021,2601,1781,820,0,112,6.82,4.67,2.15,2937,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/1/2021,2601,1781,820,0,83,6.82,4.67,2.15,2176,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/2/2021,2601,1781,820,0,54,6.82,4.67,2.15,1416,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/3/2021,2723,1903,820,122,72,7.14,4.99,2.15,1888,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/4/2021,2919,2099,820,196,73,7.65,5.5,2.15,1914,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/5/2021,3128,2308,820,209,75,8.2,6.05,2.15,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/6/2021,3128,2308,820,0,75,8.2,6.05,2.15,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/7/2021,3128,2308,820,0,75,8.2,6.05,2.15,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/8/2021,3128,2308,820,0,75,8.2,6.05,2.15,1967,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/9/2021,3339,2518,821,211,105,8.76,6.6,2.15,2753,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/10/2021,3540,2719,821,201,117,9.28,7.13,2.15,3068,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/11/2021,3779,2958,821,239,123,9.91,7.76,2.15,3225,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/12/2021,3779,2958,821,0,93,9.91,7.76,2.15,2439,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/13/2021,3779,2958,821,0,93,9.91,7.76,2.15,2439,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/14/2021,3779,2958,821,0,93,9.91,7.76,2.15,2439,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/15/2021,3789,2968,821,10,94,9.94,7.78,2.15,2465,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/16/2021,4004,2983,1021,215,95,10.5,7.82,2.68,2491,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/17/2021,4236,3001,1235,232,99,11.11,7.87,3.24,2596,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/18/2021,4366,3012,1354,130,84,11.45,7.9,3.55,2203,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/19/2021,4366,3012,1354,0,84,11.45,7.9,3.55,2203,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/20/2021,4366,3012,1354,0,84,11.45,7.9,3.55,2203,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/21/2021,4366,3012,1354,0,84,11.45,7.9,3.55,2203,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/22/2021,4569,3014,1555,203,111,11.98,7.9,4.08,2911,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/23/2021,4772,3019,1753,203,110,12.51,7.92,4.6,2884,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/24/2021,5011,3258,1753,239,111,13.14,8.54,4.6,2911,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/25/2021,5251,3498,1753,240,126,13.77,9.17,4.6,3304,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/26/2021,5490,3737,1753,239,161,14.4,9.8,4.6,4222,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/27/2021,5490,3737,1753,0,161,14.4,9.8,4.6,4222,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/28/2021,5490,3737,1753,0,161,14.4,9.8,4.6,4222,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/29/2021,5729,3976,1753,239,166,15.02,10.43,4.6,4353,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/30/2021,5979,4217,1762,250,172,15.68,11.06,4.62,4510,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,3/31/2021,6101,4217,1884,122,156,16,11.06,4.94,4091,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/1/2021,6298,4217,2081,197,150,16.51,11.06,5.46,3933,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/2/2021,6504,4219,2285,206,145,17.05,11.06,5.99,3802,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/3/2021,6504,4219,2285,0,145,17.05,11.06,5.99,3802,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/4/2021,6504,4219,2285,0,145,17.05,11.06,5.99,3802,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/5/2021,6504,4219,2285,0,111,17.05,11.06,5.99,2911,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/6/2021,6714,4220,2494,210,105,17.6,11.07,6.54,2753,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/7/2021,6914,4221,2693,200,116,18.13,11.07,7.06,3042,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/8/2021,7154,4224,2930,240,122,18.76,11.08,7.68,3199,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/9/2021,7414,4484,2930,260,130,19.44,11.76,7.68,3409,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/10/2021,7414,4484,2930,0,130,19.44,11.76,7.68,3409,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/11/2021,7414,4484,2930,0,130,19.44,11.76,7.68,3409,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/12/2021,7693,4753,2940,279,170,20.17,12.46,7.71,4458,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/13/2021,7968,5017,2951,275,179,20.89,13.16,7.74,4694,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/14/2021,8275,5305,2970,307,194,21.7,13.91,7.79,5087,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/15/2021,8572,5590,2982,297,203,22.48,14.66,7.82,5323,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/16/2021,8860,5876,2984,288,207,23.23,15.41,7.82,5428,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/17/2021,8860,5876,2984,0,207,23.23,15.41,7.82,5428,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/18/2021,8860,5876,2984,0,207,23.23,15.41,7.82,5428,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/19/2021,9418,6428,2990,558,246,24.7,16.86,7.84,6450,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/20/2021,9959,6969,2990,541,284,26.11,18.27,7.84,7447,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/21/2021,10457,7229,3228,498,312,27.42,18.96,8.46,8181,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/22/2021,10960,7489,3471,503,341,28.74,19.64,9.1,8941,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/23/2021,11457,7752,3705,497,371,30.04,20.33,9.71,9728,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/24/2021,11457,7752,3705,0,371,30.04,20.33,9.71,9728,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/25/2021,11457,7752,3705,0,371,30.04,20.33,9.71,9728,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/26/2021,11697,7756,3941,240,326,30.67,20.34,10.33,8548,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/27/2021,11946,7773,4173,249,284,31.32,20.38,10.94,7447,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/28/2021,12219,8044,4175,273,252,32.04,21.09,10.95,6608,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/29/2021,12488,8311,4177,269,218,32.75,21.79,10.95,5716,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,4/30/2021,12998,8815,4183,510,220,34.08,23.11,10.97,5769,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/1/2021,12998,8815,4183,0,220,34.08,23.11,10.97,5769,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/2/2021,12998,8815,4183,0,220,34.08,23.11,10.97,5769,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/3/2021,13277,9094,4183,279,226,34.81,23.85,10.97,5926,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/4/2021,13549,9366,4183,272,229,35.53,24.56,10.97,6005,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/5/2021,13829,9645,4184,280,230,36.26,25.29,10.97,6031,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/6/2021,14109,9925,4184,280,232,37,26.02,10.97,6083,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/7/2021,14369,9932,4437,260,196,37.68,26.04,11.63,5139,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/8/2021,14369,9932,4437,0,196,37.68,26.04,11.63,5139,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/9/2021,14369,9932,4437,0,196,37.68,26.04,11.63,5139,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/10/2021,14929,10226,4703,560,236,39.15,26.81,12.33,6188,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/11/2021,15469,10511,4958,540,274,40.56,27.56,13,7185,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/12/2021,15765,10518,5247,296,277,41.34,27.58,13.76,7263,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/13/2021,16051,10523,5528,286,277,42.09,27.59,14.5,7263,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,5/14/2021,16333,10529,5804,282,281,42.83,27.61,15.22,7368,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
